BN_341	BN_342	BN_343	BN_344
ENSRNOG00000037871	646	657	1277	788
ENSRNOG00000037894	373	235	514	118
ENSRNOG00000037897	2	0	4	0
ENSRNOG00000037908	10	14	19	5
ENSRNOG00000037909	500	423	876	518
ENSRNOG00000037911	59	61	306	145
ENSRNOG00000037919	121	83	48	50
ENSRNOG00000037928	11	11	9	3
ENSRNOG00000037931	30	57	44	21
ENSRNOG00000037957	13	5	17	9
ENSRNOG00000037960	1	0	5	3
ENSRNOG00000037967	188	183	228	224
ENSRNOG00000037982	3	5	9	2
ENSRNOG00000037998	2605	2679	2643	2067
ENSRNOG00000038001	6108	6135	2910	2354
ENSRNOG00000038002	18	21	32	19
ENSRNOG00000038012	376	503	827	687
ENSRNOG00000038024	2	1	2	1
ENSRNOG00000038025	168	203	139	112
ENSRNOG00000038035	192	332	206	74
ENSRNOG00000038044	591	623	403	215
ENSRNOG00000038045	197	293	137	83
ENSRNOG00000038055	1	6	7	7
ENSRNOG00000038074	245	382	226	133
ENSRNOG00000038085	793	851	442	282
ENSRNOG00000038102	86	69	54	36
ENSRNOG00000038106	238	257	149	82
ENSRNOG00000038132	3103	4100	2778	1767
ENSRNOG00000038135	7	25	4	3
ENSRNOG00000038140	439	405	265	186
ENSRNOG00000038160	1429	1463	820	607
ENSRNOG00000038166	1643	1713	977	705
ENSRNOG00000038176	951	846	1289	799
ENSRNOG00000038183	15	16	15	11
ENSRNOG00000038184	5	5	2	4
ENSRNOG00000038197	2	9	3	7
ENSRNOG00000038200	246	244	101	93
ENSRNOG00000038202	180	264	119	87
ENSRNOG00000038212	204	203	154	120
ENSRNOG00000038218	3147	2792	2209	1473
ENSRNOG00000038225	57	63	34	27
ENSRNOG00000038241	6	2	0	0
ENSRNOG00000038258	29961	30431	20005	13031
ENSRNOG00000038259	1	4	8	6
ENSRNOG00000038274	4	19	14	2
ENSRNOG00000038275	3	0	1	1
ENSRNOG00000038286	38	54	48	27
ENSRNOG00000038297	25	91	23	27
ENSRNOG00000038319	137	191	521	281
ENSRNOG00000038328	52	44	30	29
ENSRNOG00000038330	288	303	224	124
ENSRNOG00000038331	6496	5624	8013	5273
ENSRNOG00000038347	105	75	164	119
ENSRNOG00000038355	5	5	7	5
ENSRNOG00000038361	100	55	30	38
ENSRNOG00000038365	160	183	122	76
ENSRNOG00000038366	1923	1788	1221	743
ENSRNOG00000038369	10	2	2	5
ENSRNOG00000038370	598900	514949	866663	454250
ENSRNOG00000038372	10416	10702	6056	3660
ENSRNOG00000038406	5	5	5	1
ENSRNOG00000038432	5	1	0	0
ENSRNOG00000038436	2308	2274	1431	891
ENSRNOG00000038437	1	3	3	2
ENSRNOG00000038449	151	156	108	71
ENSRNOG00000038459	146	143	89	51
ENSRNOG00000038471	2	1	3	0
ENSRNOG00000038478	4	1	0	1
ENSRNOG00000038480	7	8	8	4
ENSRNOG00000038483	197	222	142	84
ENSRNOG00000038489	1813	1917	1067	784
ENSRNOG00000038496	10	14	10	13
ENSRNOG00000038539	3	6	9	4
ENSRNOG00000038572	376	603	455	160
ENSRNOG00000038574	14	21	6	6
ENSRNOG00000038597	1278	1272	1393	1135
ENSRNOG00000038600	2	5	4	1
ENSRNOG00000038607	8217	6065	4935	3027
ENSRNOG00000038610	2	0	8	4
ENSRNOG00000038616	14	18	18	10
ENSRNOG00000038622	50	55	30	19
ENSRNOG00000038686	124	223	102	75
ENSRNOG00000038720	28	24	9	3
ENSRNOG00000038722	70	74	57	25
ENSRNOG00000038738	11	34	2	12
ENSRNOG00000038740	60	76	56	41
ENSRNOG00000038746	3149	3495	12940	9017
ENSRNOG00000038761	1898	1897	1373	944
ENSRNOG00000038766	207	282	395	268
ENSRNOG00000038784	56	40	32	31
ENSRNOG00000038789	107	88	67	48
ENSRNOG00000038819	6	6	3	0
ENSRNOG00000038825	24	21	22	7
ENSRNOG00000038832	1629	1417	1011	714
ENSRNOG00000038835	77	138	85	61
ENSRNOG00000038868	142	131	83	65
ENSRNOG00000038877	16	30	16	10
ENSRNOG00000038881	850	991	494	298
ENSRNOG00000038883	1233	1084	736	466
ENSRNOG00000038894	354	526	299	253
ENSRNOG00000038902	1044	1098	753	634
ENSRNOG00000038916	101	100	70	51
ENSRNOG00000038933	4256	4163	21637	15006
ENSRNOG00000038948	9765	11253	9079	5412
ENSRNOG00000038951	1605	1930	1403	879
ENSRNOG00000038955	87	73	51	39
ENSRNOG00000038957	60	39	30	11
ENSRNOG00000038960	63	46	57	20
ENSRNOG00000038970	56	47	33	14
ENSRNOG00000038999	10218	7693	24291	10655
ENSRNOG00000039001	1	2	2	1
ENSRNOG00000039017	275	375	313	224
ENSRNOG00000039024	187	203	552	342
ENSRNOG00000039048	161	205	176	101
ENSRNOG00000039063	158	157	108	62
ENSRNOG00000039076	2	0	3	0
ENSRNOG00000039079	2614	1705	5976	3515
ENSRNOG00000039091	2218	2552	1695	1158
ENSRNOG00000039183	119	155	138	59
ENSRNOG00000039203	2	4	0	1
ENSRNOG00000039204	62	146	78	54
ENSRNOG00000039207	31	42	13	9
ENSRNOG00000039214	234	224	163	71
ENSRNOG00000039234	382	446	284	167
ENSRNOG00000039241	690	800	460	361
ENSRNOG00000039255	76	101	56	41
ENSRNOG00000039265	726	819	2013	1128
ENSRNOG00000039284	145	133	143	51
ENSRNOG00000039297	2360	2545	2742	1754
ENSRNOG00000039300	309	253	175	117
ENSRNOG00000039336	11	19	3	3
ENSRNOG00000039357	7	8	4	5
ENSRNOG00000039379	59	66	75	34
ENSRNOG00000039390	164	175	107	63
ENSRNOG00000039405	16	6	15	3
ENSRNOG00000039415	86	47	38	14
ENSRNOG00000039417	242	305	145	98
ENSRNOG00000039439	3	8	6	0
ENSRNOG00000039445	6	2	5	3
ENSRNOG00000039454	55	67	71	62
ENSRNOG00000039455	42	81	29	17
ENSRNOG00000039457	49	60	37	19
ENSRNOG00000039459	18	34	18	14
ENSRNOG00000039461	5	1	5	1
ENSRNOG00000039469	38	37	32	26
ENSRNOG00000039471	17	10	5	6
ENSRNOG00000039473	4	5	11	17
ENSRNOG00000039476	12	19	10	13
ENSRNOG00000039489	2	1	1	1
ENSRNOG00000039494	36458	38103	65018	50459
ENSRNOG00000039496	116	193	129	76
ENSRNOG00000039500	7	2	3	3
ENSRNOG00000039504	6355	5000	4059	2482
ENSRNOG00000039528	1686	1999	1056	649
ENSRNOG00000039530	63	72	51	34
ENSRNOG00000039543	33	78	108	68
ENSRNOG00000039544	4	6	2	2
ENSRNOG00000039551	421	430	241	196
ENSRNOG00000039559	66	79	77	30
ENSRNOG00000039560	11	4	3	5
ENSRNOG00000039567	739	944	518	376
ENSRNOG00000039571	351	363	224	153
ENSRNOG00000039576	124	161	221	136
ENSRNOG00000039582	188	253	332	135
ENSRNOG00000039587	215	213	137	87
ENSRNOG00000039593	39	80	43	30
ENSRNOG00000039596	56	47	77	32
ENSRNOG00000039649	15	15	16	9
ENSRNOG00000039656	93	92	52	49
ENSRNOG00000039658	242	283	611	305
ENSRNOG00000039666	282	261	352	163
ENSRNOG00000039668	354	238	770	391
ENSRNOG00000039698	5	6	5	4
ENSRNOG00000039717	881	894	454	346
ENSRNOG00000039725	49	47	328	230
ENSRNOG00000039730	212	191	169	96
ENSRNOG00000039740	53	43	99	65
ENSRNOG00000039745	2555	2593	1800	1064
ENSRNOG00000039754	28	23	81	69
ENSRNOG00000039776	1780	1763	1448	1043
ENSRNOG00000039777	267	320	177	99
ENSRNOG00000039807	67	78	117	40
ENSRNOG00000039815	279	298	176	134
ENSRNOG00000039829	223	173	159	113
ENSRNOG00000039837	182	111	89	84
ENSRNOG00000039848	305	367	231	147
ENSRNOG00000039850	111	81	74	69
ENSRNOG00000039852	279	281	140	98
ENSRNOG00000039858	91	80	76	28
ENSRNOG00000039859	1649	1519	884	603
ENSRNOG00000039862	724	561	2143	1109
ENSRNOG00000039865	1804	1749	1367	791
ENSRNOG00000039871	739	881	534	374
ENSRNOG00000039876	3195	2867	2272	1007
ENSRNOG00000039877	124	113	73	37
ENSRNOG00000039890	735	739	427	321
ENSRNOG00000039891	15	8	9	2
ENSRNOG00000039902	449	487	1196	781
ENSRNOG00000039906	3	2	0	0
ENSRNOG00000039924	10	12	5	1
ENSRNOG00000039931	4	1	0	8
ENSRNOG00000039949	10	11	4	4
ENSRNOG00000039955	1	5	3	2
ENSRNOG00000039969	2813	4185	3913	2215
ENSRNOG00000039971	371	498	276	186
ENSRNOG00000039976	73	56	285	78
ENSRNOG00000039980	21354	22770	11689	8140
ENSRNOG00000039985	1043	1177	656	544
ENSRNOG00000039994	390	570	201	180
ENSRNOG00000040024	28	23	19	3
ENSRNOG00000040040	343	293	838	441
ENSRNOG00000040108	782	2165	2122	1735
ENSRNOG00000040109	5	2	2	1
ENSRNOG00000040110	346	372	753	564
ENSRNOG00000040120	25827	24744	12189	7707
ENSRNOG00000040128	23	15	11	10
ENSRNOG00000040136	2	3	0	1
ENSRNOG00000040195	233	139	85	58
ENSRNOG00000040201	28	17	21	9
ENSRNOG00000040205	417	496	354	202
ENSRNOG00000040213	5	3	3	1
ENSRNOG00000040214	16	31	43	7
ENSRNOG00000040242	19	25	9	8
ENSRNOG00000040257	752	841	458	331
ENSRNOG00000040266	55	53	162	135
ENSRNOG00000040279	333	421	209	177
ENSRNOG00000040281	114	116	77	36
ENSRNOG00000040287	11	22	12	11
ENSRNOG00000040289	653	574	433	254
ENSRNOG00000040297	2629	2761	15244	11393
ENSRNOG00000040300	3	0	2	0
ENSRNOG00000040303	246	302	147	127
ENSRNOG00000042029	2	5	12	6
ENSRNOG00000042037	931	946	562	442
ENSRNOG00000042044	365	387	251	137
ENSRNOG00000042056	3	3	2	1
ENSRNOG00000042059	41	33	20	16
ENSRNOG00000042068	509	519	329	206
ENSRNOG00000042070	88	112	85	33
ENSRNOG00000042080	99	82	153	146
ENSRNOG00000042084	66161	69838	101841	62364
ENSRNOG00000042086	3	1	1	4
ENSRNOG00000042094	732	1013	538	340
ENSRNOG00000042114	99	130	343	268
ENSRNOG00000042118	56	57	44	38
ENSRNOG00000042126	330	439	380	308
ENSRNOG00000042133	8	8	5	8
ENSRNOG00000042137	63	66	51	32
ENSRNOG00000042139	348	385	237	165
ENSRNOG00000042140	4	8	1	3
ENSRNOG00000042152	31	64	26	15
ENSRNOG00000042160	175	229	145	57
ENSRNOG00000042162	27	45	29	13
ENSRNOG00000042163	59	75	42	31
ENSRNOG00000042179	769	884	542	400
ENSRNOG00000042182	14	2	7	2
ENSRNOG00000042189	84	112	61	52
ENSRNOG00000042193	14	8	18	9
ENSRNOG00000042195	1067	1050	2118	1503
ENSRNOG00000042197	30	58	90	44
ENSRNOG00000042201	9	6	25	16
ENSRNOG00000042211	1	2	1	4
ENSRNOG00000042213	287	271	144	86
ENSRNOG00000042224	6561	5658	6525	4166
ENSRNOG00000042228	13822	9218	14695	8503
ENSRNOG00000042229	50	49	42	17
ENSRNOG00000042230	122	143	121	62
ENSRNOG00000042233	3093	4280	2812	1716
ENSRNOG00000042237	1347	943	719	431
ENSRNOG00000042245	978	916	627	376
ENSRNOG00000042253	1048	1129	579	411
ENSRNOG00000042258	134	205	123	97
ENSRNOG00000042261	998	1234	1378	858
ENSRNOG00000042264	5	3	0	10
ENSRNOG00000042274	1105	1073	3895	1617
ENSRNOG00000042276	71	77	78	48
ENSRNOG00000042283	89	96	54	52
ENSRNOG00000042286	53	55	39	16
ENSRNOG00000042289	191	175	111	81
ENSRNOG00000042308	223	336	182	127
ENSRNOG00000042309	2	2	1	2
ENSRNOG00000042312	41	69	45	19
ENSRNOG00000042318	19347	12159	10704	5039
ENSRNOG00000042319	12	18	50	34
ENSRNOG00000042320	37	54	49	19
ENSRNOG00000042322	10	15	12	8
ENSRNOG00000042326	51	62	50	24
ENSRNOG00000042330	2	1	2	1
ENSRNOG00000042332	3	3	0	0
ENSRNOG00000042333	39	24	18	14
ENSRNOG00000042340	147	169	74	61
ENSRNOG00000042344	64	121	166	79
ENSRNOG00000042347	38	54	76	61
ENSRNOG00000042353	288	427	229	179
ENSRNOG00000042355	300	250	206	141
ENSRNOG00000042359	3820	4051	2703	1713
ENSRNOG00000042360	5	8	7	0
ENSRNOG00000042369	13852	14387	11380	7697
ENSRNOG00000042372	9	11	20	20
ENSRNOG00000042374	8	10	12	6
ENSRNOG00000042380	4	3	1	3
ENSRNOG00000042384	176	176	120	127
ENSRNOG00000042389	515	605	424	255
ENSRNOG00000042404	21	6	5	3
ENSRNOG00000042411	823	772	501	326
ENSRNOG00000042414	16	19	24	10
ENSRNOG00000042419	73	83	55	35
ENSRNOG00000042421	167	134	116	57
ENSRNOG00000042426	12894	12665	8378	5361
ENSRNOG00000042427	287	354	208	139
ENSRNOG00000042432	18	22	10	18
ENSRNOG00000042445	13	48	15	13
ENSRNOG00000042449	230	246	185	101
ENSRNOG00000042451	149	130	72	77
ENSRNOG00000042455	25	26	16	7
ENSRNOG00000042458	103	128	67	54
ENSRNOG00000042464	474	477	279	238
ENSRNOG00000042467	550	573	304	304
ENSRNOG00000042478	17	4	2	4
ENSRNOG00000042482	120	126	68	56
ENSRNOG00000042492	558	590	428	325
ENSRNOG00000042496	351	344	274	119
ENSRNOG00000042499	1311	2368	1021	790
ENSRNOG00000042501	39	25	35	31
ENSRNOG00000042503	5894	5836	3470	2409
ENSRNOG00000042504	60	50	32	23
ENSRNOG00000042519	490	498	930	621
ENSRNOG00000042522	2	12	5	4
ENSRNOG00000042523	738	779	556	441
ENSRNOG00000042524	8	6	9	4
ENSRNOG00000042536	276	217	141	73
ENSRNOG00000042556	190	211	307	166
ENSRNOG00000042560	253	268	193	124
ENSRNOG00000042561	256	312	231	156
ENSRNOG00000042576	501	444	4064	2242
ENSRNOG00000042580	15	38	9	8
ENSRNOG00000042592	58	77	42	18
ENSRNOG00000042596	2	2	2	0
ENSRNOG00000042603	2019	2275	2656	2044
ENSRNOG00000042605	10	9	5	4
ENSRNOG00000042607	38	113	92	30
ENSRNOG00000042623	5	5	0	0
ENSRNOG00000042627	76	88	61	27
ENSRNOG00000042628	16	20	8	11
ENSRNOG00000042630	26	19	5	7
ENSRNOG00000042634	1	2	9	0
ENSRNOG00000042653	258	222	138	109
ENSRNOG00000042665	10	35	7	15
ENSRNOG00000042668	119	120	82	48
ENSRNOG00000042679	256	246	148	91
ENSRNOG00000042682	426	637	417	208
ENSRNOG00000042686	388	429	200	145
ENSRNOG00000042691	60	56	29	18
ENSRNOG00000042692	1892	1911	1122	933
ENSRNOG00000042696	1941	2071	2747	1847
ENSRNOG00000042702	160	143	87	76
ENSRNOG00000042714	3336	4777	2768	1742
ENSRNOG00000042716	56	28	22	18
ENSRNOG00000042717	5	2	1	0
ENSRNOG00000042720	1242	1354	817	507
ENSRNOG00000042727	4	1	0	5
ENSRNOG00000042729	52	97	48	37
ENSRNOG00000042740	671	721	989	818
ENSRNOG00000042741	5	10	1	3
ENSRNOG00000042747	31	32	12	8
ENSRNOG00000042758	327	387	301	249
ENSRNOG00000042771	2118	2737	1497	1095
ENSRNOG00000042776	89	76	53	42
ENSRNOG00000042777	42	43	16	15
ENSRNOG00000042781	70	167	74	63
ENSRNOG00000042785	749	726	618	252
ENSRNOG00000042786	573	524	604	505
ENSRNOG00000042795	2	0	3	2
ENSRNOG00000042814	6	4	3	3
ENSRNOG00000042821	1982	2207	1763	1046
ENSRNOG00000042825	529	540	358	200
ENSRNOG00000042826	86	76	54	40
ENSRNOG00000042838	609	529	1107	434
ENSRNOG00000042855	470	392	361	128
ENSRNOG00000042878	494	581	354	205
ENSRNOG00000042879	1777	1834	1147	849
ENSRNOG00000042884	424	197	1187	1067
ENSRNOG00000042886	1572	2225	1344	825
ENSRNOG00000042888	110	123	60	40
ENSRNOG00000042901	23908	27885	38795	28392
ENSRNOG00000042905	608	601	419	209
ENSRNOG00000042912	3	5	1	0
ENSRNOG00000042915	55	48	37	27
ENSRNOG00000042916	544	647	329	296
ENSRNOG00000042918	109	97	64	41
ENSRNOG00000042929	491	771	1533	829
ENSRNOG00000042932	1015	1081	1269	953
ENSRNOG00000042939	2	1	2	1
ENSRNOG00000042944	76	85	77	28
ENSRNOG00000042950	5	4	1	0
ENSRNOG00000042951	1027	1313	738	461
ENSRNOG00000042960	13	12	10	3
ENSRNOG00000042961	8	9	16	7
ENSRNOG00000042962	681	713	352	240
ENSRNOG00000042975	1	4	14	9
ENSRNOG00000042977	1726	1590	923	590
ENSRNOG00000042978	450	683	487	309
ENSRNOG00000042980	124	146	98	36
ENSRNOG00000042983	691	851	487	369
ENSRNOG00000042990	68	87	61	41
ENSRNOG00000043002	254	318	207	120
ENSRNOG00000043006	797	852	498	399
ENSRNOG00000043007	314	331	252	135
ENSRNOG00000043019	6	2	2	1
ENSRNOG00000043037	222	266	202	125
ENSRNOG00000043053	200	208	166	81
ENSRNOG00000043059	9	25	13	5
ENSRNOG00000043060	152	185	120	81
ENSRNOG00000043068	47	44	24	24
ENSRNOG00000043069	944	861	533	403
ENSRNOG00000043077	428	371	270	147
ENSRNOG00000043085	6	7	5	3
ENSRNOG00000043093	16	31	29	4
ENSRNOG00000043094	197	230	132	90
ENSRNOG00000043095	684	535	358	208
ENSRNOG00000043098	6690	8795	13567	6166
ENSRNOG00000043099	470	817	312	285
ENSRNOG00000043102	141	107	58	44
ENSRNOG00000043105	387	508	265	211
ENSRNOG00000043114	2761	2725	1597	1246
ENSRNOG00000043116	1	4	3	1
ENSRNOG00000043128	85	93	76	38
ENSRNOG00000043131	1528	128	125	130
ENSRNOG00000043137	8	4	0	1
ENSRNOG00000043141	1061	1287	652	452
ENSRNOG00000043143	139	159	98	63
ENSRNOG00000043150	1339	1448	671	506
ENSRNOG00000043151	18	9	10	14
ENSRNOG00000043167	1019	1223	906	502
ENSRNOG00000043171	862	946	560	395
ENSRNOG00000043182	70	77	46	30
ENSRNOG00000043186	12	17	4	3
ENSRNOG00000043189	611	547	334	234
ENSRNOG00000043192	25	40	49	22
ENSRNOG00000043193	223	250	151	99
ENSRNOG00000043201	32028	27126	20022	11796
ENSRNOG00000043203	2	4	10	5
ENSRNOG00000043204	178	186	145	74
ENSRNOG00000043210	121	142	100	49
ENSRNOG00000043212	508	382	260	147
ENSRNOG00000043219	165	200	126	64
ENSRNOG00000043223	130	197	148	104
ENSRNOG00000043225	264	223	211	102
ENSRNOG00000043233	3110	2749	7427	4218
ENSRNOG00000043249	4	2	10	0
ENSRNOG00000043267	416	462	203	145
ENSRNOG00000043286	130	126	86	42
ENSRNOG00000043288	163	129	118	51
ENSRNOG00000043295	89	52	49	31
ENSRNOG00000043296	5	0	3	0
ENSRNOG00000043304	58	68	59	33
ENSRNOG00000043323	112	119	58	31
ENSRNOG00000043328	1633	1822	1075	756
ENSRNOG00000043331	7	4	1	5
ENSRNOG00000043341	109	116	78	57
ENSRNOG00000043344	10	6	0	2
ENSRNOG00000043345	187	192	101	87
ENSRNOG00000043348	478	899	1616	1300
ENSRNOG00000043350	0	5	2	2
ENSRNOG00000043357	213	265	159	113
ENSRNOG00000043364	75	76	100	59
ENSRNOG00000043370	1108	1167	640	543
ENSRNOG00000043374	95	69	62	47
ENSRNOG00000043377	47348	59421	26638	21568
ENSRNOG00000043381	236	251	183	109
ENSRNOG00000043386	799	688	6745	5102
ENSRNOG00000043387	28	42	13	14
ENSRNOG00000043388	1395	1291	1007	532
ENSRNOG00000043390	1	5	3	0
ENSRNOG00000043404	22165	20780	19188	12154
ENSRNOG00000043410	13	11	6	8
ENSRNOG00000043414	0	2	5	1
ENSRNOG00000043416	136	330	273	150
ENSRNOG00000043419	2	2	3	4
ENSRNOG00000043426	12178	13755	11856	8519
ENSRNOG00000043436	2110	2038	1167	844
ENSRNOG00000043439	15	14	9	6
ENSRNOG00000043441	117	116	78	58
ENSRNOG00000043451	90	136	275	214
ENSRNOG00000043465	12	7	8	0
ENSRNOG00000043478	5	6	5	1
ENSRNOG00000043480	22	12	33	4
ENSRNOG00000043486	29	49	25	8
ENSRNOG00000043498	606	655	459	298
ENSRNOG00000043503	4308	4306	2465	1671
ENSRNOG00000045524	463	398	311	146
ENSRNOG00000045541	2	13	5	3
ENSRNOG00000045543	153	71	121	15
ENSRNOG00000045545	14	15	7	5
ENSRNOG00000045553	623	562	663	486
ENSRNOG00000045555	1155	1141	790	459
ENSRNOG00000045558	68	100	63	35
ENSRNOG00000045560	671	721	1150	964
ENSRNOG00000045561	409	519	268	183
ENSRNOG00000045568	915	845	576	398
ENSRNOG00000045570	35	33	23	21
ENSRNOG00000045574	1	3	1	0
ENSRNOG00000045583	3	3	5	5
ENSRNOG00000045595	4	1	8	0
ENSRNOG00000045605	446	441	324	245
ENSRNOG00000045615	282	215	652	460
ENSRNOG00000045623	60	52	143	62
ENSRNOG00000045626	36	37	34	11
ENSRNOG00000045629	325	229	776	510
ENSRNOG00000045636	38337	45728	14546	18865
ENSRNOG00000045637	1204	1450	796	638
ENSRNOG00000045639	163	154	87	62
ENSRNOG00000045644	239	177	537	238
ENSRNOG00000045646	172	287	536	249
ENSRNOG00000045647	1030	1065	606	371
ENSRNOG00000045649	3089	719	1136	635
ENSRNOG00000045665	23	35	23	10
ENSRNOG00000045668	1677	1746	2191	1265
ENSRNOG00000045670	48	47	41	26
ENSRNOG00000045679	110714	100785	498573	254874
ENSRNOG00000045686	215	234	114	64
ENSRNOG00000045698	1324	1413	820	553
ENSRNOG00000045728	142	169	234	162
ENSRNOG00000045738	4444	4420	2819	1715
ENSRNOG00000045740	630	652	466	370
ENSRNOG00000045741	4	2	8	0
ENSRNOG00000045742	88	91	69	38
ENSRNOG00000045743	5616	4518	2547	1663
ENSRNOG00000045749	1	6	3	1
ENSRNOG00000045752	2116	2198	1213	848
ENSRNOG00000045753	36	41	18	14
ENSRNOG00000045765	1117	1018	1802	966
ENSRNOG00000045770	7	5	6	3
ENSRNOG00000045775	768	944	657	445
ENSRNOG00000045778	3	8	7	8
ENSRNOG00000045785	55	55	40	16
ENSRNOG00000045791	2896	3429	1792	1255
ENSRNOG00000045799	60445	25058	36825	27535
ENSRNOG00000045821	68	74	50	22
ENSRNOG00000045829	801	759	3777	2266
ENSRNOG00000045838	442	437	242	133
ENSRNOG00000045840	1423	1729	1196	588
ENSRNOG00000045843	410	209	184	76
ENSRNOG00000045844	220	344	1314	742
ENSRNOG00000045846	4	4	1	0
ENSRNOG00000045854	706	838	554	343
ENSRNOG00000045857	108	125	77	61
ENSRNOG00000045860	1642	1842	1000	607
ENSRNOG00000045863	275	277	194	144
ENSRNOG00000045872	21	26	15	2
ENSRNOG00000045888	7	13	13	3
ENSRNOG00000045892	1147	1290	737	588
ENSRNOG00000045895	3	8	2	2
ENSRNOG00000045913	9	5	4	4
ENSRNOG00000045918	715	779	407	251
ENSRNOG00000045920	1036	1010	610	434
ENSRNOG00000045924	46	56	108	59
ENSRNOG00000045926	235	266	149	107
ENSRNOG00000045931	2344	2384	1573	981
ENSRNOG00000045941	725	1058	1744	956
ENSRNOG00000045943	539	493	327	214
ENSRNOG00000045948	16	17	18	5
ENSRNOG00000045949	491	496	235	114
ENSRNOG00000045952	1071	966	867	402
ENSRNOG00000045961	181	241	102	118
ENSRNOG00000045964	2	4	9	6
ENSRNOG00000045984	4	10	5	0
ENSRNOG00000045989	730	841	385	313
ENSRNOG00000045992	316	332	265	161
ENSRNOG00000045997	147	122	333	176
ENSRNOG00000045998	121	161	463	284
ENSRNOG00000045999	873	664	430	253
ENSRNOG00000046000	175	161	106	72
ENSRNOG00000046002	5520	5467	3324	2046
ENSRNOG00000046005	590	3185	1188	957
ENSRNOG00000046007	2773	2354	2115	1086
ENSRNOG00000046023	1072	1264	690	474
ENSRNOG00000046028	212	211	105	99
ENSRNOG00000046050	56	44	54	15
ENSRNOG00000046062	10	10	14	10
ENSRNOG00000046085	323	344	236	113
ENSRNOG00000046086	68	49	48	13
ENSRNOG00000046109	2829	3487	2124	1333
ENSRNOG00000046112	206	146	149	64
ENSRNOG00000046128	960	1253	740	473
ENSRNOG00000046143	247	289	146	109
ENSRNOG00000046144	206	232	272	103
ENSRNOG00000046147	25	28	15	20
ENSRNOG00000046151	24	15	70	35
ENSRNOG00000046153	34	41	17	11
ENSRNOG00000046155	19	17	7	7
ENSRNOG00000046159	162	77	157	41
ENSRNOG00000046168	201	200	153	101
ENSRNOG00000046172	422	504	330	256
ENSRNOG00000046181	2439	2323	1578	1102
ENSRNOG00000046184	15	41	19	3
ENSRNOG00000046191	87	69	42	26
ENSRNOG00000046195	210	317	166	97
ENSRNOG00000046196	23	17	17	6
ENSRNOG00000046202	67	74	69	39
ENSRNOG00000046204	97	141	118	64
ENSRNOG00000046207	427	339	364	127
ENSRNOG00000046211	127	150	64	52
ENSRNOG00000046216	5	7	16	8
ENSRNOG00000046227	2123	2089	1258	774
ENSRNOG00000046243	2	1	1	1
ENSRNOG00000046252	947	840	603	426
ENSRNOG00000046254	2187	2450	1526	1059
ENSRNOG00000046256	248	305	199	117
ENSRNOG00000046257	38	34	24	14
ENSRNOG00000046258	7	5	1	3
ENSRNOG00000046261	582	623	1599	1011
ENSRNOG00000046264	2	3	4	1
ENSRNOG00000046271	76	69	41	18
ENSRNOG00000046283	144	167	126	74
ENSRNOG00000046284	158	40	20	13
ENSRNOG00000046289	12	21	31	7
ENSRNOG00000046307	5749	4303	3174	1773
ENSRNOG00000046313	70	93	39	24
ENSRNOG00000046316	1531	1298	875	459
ENSRNOG00000046324	1	1	5	4
ENSRNOG00000046327	272	373	198	160
ENSRNOG00000046330	955	959	849	543
ENSRNOG00000046333	403	494	360	199
ENSRNOG00000046338	38	55	29	19
ENSRNOG00000046339	4	2	0	0
ENSRNOG00000046342	2	3	4	2
ENSRNOG00000046345	13232	13958	9149	6262
ENSRNOG00000046353	66	54	29	22
ENSRNOG00000046357	20971	20737	11960	7058
ENSRNOG00000046365	2008	2162	1735	910
ENSRNOG00000046366	2589	2242	1599	1149
ENSRNOG00000046377	1	6	3	12
ENSRNOG00000046386	81	27	25	20
ENSRNOG00000046391	549	525	333	212
ENSRNOG00000046401	2	11	54	43
ENSRNOG00000046414	2	1	2	0
ENSRNOG00000046420	414	445	238	166
ENSRNOG00000046424	37	60	49	35
ENSRNOG00000046428	19	45	56	16
ENSRNOG00000046434	106	158	248	85
ENSRNOG00000046439	142	149	103	54
ENSRNOG00000046440	5	4	1	0
ENSRNOG00000046443	89	96	53	22
ENSRNOG00000046445	102	108	70	37
ENSRNOG00000046450	2	2	3	2
ENSRNOG00000046452	4626	5336	4015	2547
ENSRNOG00000046460	22	15	11	13
ENSRNOG00000046468	426	311	307	151
ENSRNOG00000046469	42	37	26	21
ENSRNOG00000046472	1035	1199	746	583
ENSRNOG00000046479	178	143	78	60
ENSRNOG00000046480	18	33	20	10
ENSRNOG00000046484	14	32	18	15
ENSRNOG00000046493	2422	2241	1307	889
ENSRNOG00000046497	512	484	315	185
ENSRNOG00000046500	287	278	172	88
ENSRNOG00000046502	8108	7430	4318	2354
ENSRNOG00000046505	115	132	79	34
ENSRNOG00000046527	203	228	129	95
ENSRNOG00000046530	158	152	114	62
ENSRNOG00000046535	37	36	555	201
ENSRNOG00000046536	6	11	5	3
ENSRNOG00000046568	0	0	3	2
ENSRNOG00000046585	343	345	206	172
ENSRNOG00000046599	73	80	32	25
ENSRNOG00000046601	289	408	372	149
ENSRNOG00000046607	4	2	1	3
ENSRNOG00000046619	1409	1386	1145	680
ENSRNOG00000046621	110	166	64	64
ENSRNOG00000046623	4	0	3	0
ENSRNOG00000046635	29	60	44	19
ENSRNOG00000046636	2714	2554	2172	1134
ENSRNOG00000046639	183	202	95	96
ENSRNOG00000046643	742	899	288	318
ENSRNOG00000046644	582	711	1277	1043
