BN_336	BN_337	BN_338	BN_339
ENSRNOG00000046338	109	111	146	148
ENSRNOG00000046339	5	12	50	58
ENSRNOG00000046342	3	3	2	0
ENSRNOG00000046345	9179	10478	11199	10452
ENSRNOG00000046353	69	73	51	71
ENSRNOG00000046357	12416	12131	13435	10175
ENSRNOG00000046365	1103	1466	1804	1291
ENSRNOG00000046366	4198	3591	5475	4230
ENSRNOG00000046377	5	2	6	17
ENSRNOG00000046386	43	35	55	75
ENSRNOG00000046391	352	360	364	350
ENSRNOG00000046401	1	9	30	10
ENSRNOG00000046414	103	107	152	111
ENSRNOG00000046420	407	411	542	511
ENSRNOG00000046424	851	939	1181	1071
ENSRNOG00000046428	139	220	4896	3719
ENSRNOG00000046434	66	64	112	50
ENSRNOG00000046439	252	285	407	361
ENSRNOG00000046440	2	1	0	4
ENSRNOG00000046443	66	77	114	88
ENSRNOG00000046445	212	255	477	319
ENSRNOG00000046450	26	42	27	35
ENSRNOG00000046452	6017	7277	12576	7805
ENSRNOG00000046460	52	63	82	84
ENSRNOG00000046468	855	754	1305	869
ENSRNOG00000046469	67	65	77	91
ENSRNOG00000046472	829	966	1426	1290
ENSRNOG00000046479	144	111	117	114
ENSRNOG00000046480	37	44	60	58
ENSRNOG00000046484	10	11	19	12
ENSRNOG00000046493	1414	1738	1875	1639
ENSRNOG00000046497	623	739	1104	804
ENSRNOG00000046500	165	261	1495	1114
ENSRNOG00000046502	5780	5843	36365	35385
ENSRNOG00000046505	155	204	373	264
ENSRNOG00000046527	908	888	1144	1086
ENSRNOG00000046530	437	440	540	433
ENSRNOG00000046535	80	83	302	259
ENSRNOG00000046536	14	14	17	9
ENSRNOG00000046568	8	8	6	2
ENSRNOG00000046585	485	479	2350	1486
ENSRNOG00000046599	34	34	35	33
ENSRNOG00000046601	489	749	1338	854
ENSRNOG00000046607	2	2	9	4
ENSRNOG00000046619	1503	1850	4495	3961
ENSRNOG00000046621	310	345	305	284
ENSRNOG00000046623	12	2	3	3
ENSRNOG00000046635	11	17	48	13
ENSRNOG00000046636	952	1265	2738	1850
ENSRNOG00000046639	448	445	594	508
ENSRNOG00000046643	438	501	418	392
ENSRNOG00000046644	339	485	1314	1398
ENSRNOG00000046660	211	119	1589	977
ENSRNOG00000046662	95	62	133	90
ENSRNOG00000046663	123	129	967	289
ENSRNOG00000046667	14	10	9	10
ENSRNOG00000046683	725	837	981	784
ENSRNOG00000046696	26	43	46	31
ENSRNOG00000046698	1648	1850	1807	1646
ENSRNOG00000046699	177	202	1216	1078
ENSRNOG00000046700	103	194	178	121
ENSRNOG00000046727	28744	25379	32423	29394
ENSRNOG00000046741	2513	2551	3521	3404
ENSRNOG00000046745	116	122	122	133
ENSRNOG00000046763	582	653	529	496
ENSRNOG00000046769	392	401	687	494
ENSRNOG00000046791	24	31	44	34
ENSRNOG00000046794	1689	1914	8204	7092
ENSRNOG00000046799	4448	4891	4834	4055
ENSRNOG00000046803	7	13	23	18
ENSRNOG00000046829	7022	8477	10967	8693
ENSRNOG00000046834	745427	1111315	1432500	1304944
ENSRNOG00000046836	1064	1156	2485	2062
ENSRNOG00000046839	9	4	15	18
ENSRNOG00000046845	549	488	1525	1406
ENSRNOG00000046848	12	4	4	4
ENSRNOG00000046850	30	48	75	49
ENSRNOG00000046858	11	13	6	11
ENSRNOG00000046864	680	771	3092	1981
ENSRNOG00000046871	103	117	160	86
ENSRNOG00000046874	1380	1536	1708	1528
ENSRNOG00000046883	1057	1264	1526	1123
ENSRNOG00000046889	16567	19699	18021	15992
ENSRNOG00000046890	9562	9349	44533	36275
ENSRNOG00000046891	272	319	1383	1152
ENSRNOG00000046905	159	161	205	142
ENSRNOG00000046912	1671	1620	1436	1477
ENSRNOG00000046918	385	357	497	364
ENSRNOG00000046922	766	732	2601	1868
ENSRNOG00000046941	13	16	9	15
ENSRNOG00000046946	1	17	22	14
ENSRNOG00000046949	12	20	23	28
ENSRNOG00000046955	142	159	361	231
ENSRNOG00000046958	30	26	30	22
ENSRNOG00000046969	373	306	581	380
ENSRNOG00000046972	5	36	22	33
ENSRNOG00000046980	33	38	56	42
ENSRNOG00000046983	50	44	43	33
ENSRNOG00000046984	862	891	1487	1047
ENSRNOG00000047005	560	1280	9692	7337
ENSRNOG00000047011	2	3	2	2
ENSRNOG00000047014	2205	2037	5745	5226
ENSRNOG00000047019	55	77	52	44
ENSRNOG00000047023	21395	25848	81745	81049
ENSRNOG00000047027	10	18	20	13
ENSRNOG00000047028	205	226	257	232
ENSRNOG00000047035	108	103	134	103
ENSRNOG00000047045	171	233	286	274
ENSRNOG00000047052	818	831	789	723
ENSRNOG00000047053	470	534	536	462
ENSRNOG00000047061	4	1	2	1
ENSRNOG00000047077	80	87	187	108
ENSRNOG00000047088	4469	4846	5783	4954
ENSRNOG00000047089	298	375	639	582
ENSRNOG00000047098	3184	3546	2133	2181
ENSRNOG00000047100	11	16	16	9
ENSRNOG00000047106	797	656	606	654
ENSRNOG00000047115	2034	1906	1998	1665
ENSRNOG00000047118	433	496	867	679
ENSRNOG00000047123	248	258	349	320
ENSRNOG00000047132	211	188	215	198
ENSRNOG00000047133	294	279	321	273
ENSRNOG00000047134	497	605	557	638
ENSRNOG00000047137	4303	4269	4885	4472
ENSRNOG00000047145	277	348	341	353
ENSRNOG00000047162	2	3	16	5
ENSRNOG00000047171	492	665	1029	810
ENSRNOG00000047179	10205	10351	14851	11774
ENSRNOG00000047185	1106	1412	1336	1016
ENSRNOG00000047191	9	17	23	13
ENSRNOG00000047194	441	432	670	578
ENSRNOG00000047198	742	676	2818	2303
ENSRNOG00000047204	4	2	3	7
ENSRNOG00000047211	47	44	55	54
ENSRNOG00000047213	206	192	241	227
ENSRNOG00000047218	117	95	252	175
ENSRNOG00000047219	689	845	8530	6364
ENSRNOG00000047229	225	221	232	237
ENSRNOG00000047230	4	3	1	7
ENSRNOG00000047234	19	19	69	31
ENSRNOG00000047235	864	983	3275	2889
ENSRNOG00000047246	1295	1545	2149	1505
ENSRNOG00000047247	2194	2414	7748	5733
ENSRNOG00000047250	537	521	1406	1161
ENSRNOG00000047257	109	173	600	490
ENSRNOG00000047261	48	29	93	52
ENSRNOG00000047276	79	118	525	396
ENSRNOG00000047287	2244	2391	3263	2620
ENSRNOG00000047296	1979	2061	3151	2683
ENSRNOG00000047300	17	10	20	17
ENSRNOG00000047302	104	74	142	133
ENSRNOG00000047303	58	92	196	123
ENSRNOG00000047306	760	1033	999	867
ENSRNOG00000047307	21	50	61	30
ENSRNOG00000047308	9	11	19	12
ENSRNOG00000047309	3036	3285	3112	3017
ENSRNOG00000047314	776	973	1210	747
ENSRNOG00000047319	416	383	1681	1507
ENSRNOG00000047321	10918	15060	11959	8262
ENSRNOG00000047322	256	323	352	274
ENSRNOG00000047327	403	374	596	491
ENSRNOG00000047329	486	510	580	564
ENSRNOG00000047339	1384	1242	1325	1281
ENSRNOG00000047349	73	105	106	50
ENSRNOG00000047356	362	345	1131	643
ENSRNOG00000047363	163	137	349	222
ENSRNOG00000047367	61	84	154	117
ENSRNOG00000047369	221	207	225	166
ENSRNOG00000047374	3280	4243	5174	3624
ENSRNOG00000047393	8013	10734	9645	10001
ENSRNOG00000047394	909	947	1770	1755
ENSRNOG00000047427	225	237	288	284
ENSRNOG00000047439	298	224	317	241
ENSRNOG00000047447	12	25	70	17
ENSRNOG00000047450	52	48	51	38
ENSRNOG00000047453	881	711	894	764
ENSRNOG00000047454	9	8	9	9
ENSRNOG00000047456	236	294	1229	1261
ENSRNOG00000047457	212	208	468	244
ENSRNOG00000047459	1832	2266	4686	2128
ENSRNOG00000047464	4	2	21	26
ENSRNOG00000047473	3	15	28	24
ENSRNOG00000047476	544	406	734	439
ENSRNOG00000047491	2	8	5	10
ENSRNOG00000047493	18815	15861	14412	14701
ENSRNOG00000047499	1667	1818	2802	2149
ENSRNOG00000047503	76030	68751	92134	63386
ENSRNOG00000047505	4	0	10	5
ENSRNOG00000047513	1166	1176	1590	1615
ENSRNOG00000047517	109	149	101	96
ENSRNOG00000047520	188	9	30	34
ENSRNOG00000047526	166	173	321	235
ENSRNOG00000047531	86	69	291	301
ENSRNOG00000047534	2	0	1	2
ENSRNOG00000047535	27	34	37	28
ENSRNOG00000047545	0	6	4	5
ENSRNOG00000047560	11	7	31	24
ENSRNOG00000047563	613	668	538	554
ENSRNOG00000047571	9	24	36	30
ENSRNOG00000047574	617	413	1002	470
ENSRNOG00000047575	205	257	356	275
ENSRNOG00000047578	156	206	213	197
ENSRNOG00000047581	21	43	67	41
ENSRNOG00000047594	33	47	40	39
ENSRNOG00000047598	1176	1263	2094	1298
ENSRNOG00000047599	3	15	8	6
ENSRNOG00000047604	26	16	81	49
ENSRNOG00000047605	8339	6677	14741	10451
ENSRNOG00000047606	193	196	479	314
ENSRNOG00000047611	2051	2340	3208	3041
ENSRNOG00000047620	668	676	867	865
ENSRNOG00000047625	649	820	874	669
ENSRNOG00000047628	1608	1592	2450	1956
ENSRNOG00000047631	9	9	138	69
ENSRNOG00000047647	27	19	45	19
ENSRNOG00000047656	1768	2169	2697	2040
ENSRNOG00000047657	67	100	375	199
ENSRNOG00000047671	2	3	4	7
ENSRNOG00000047697	95	248	1513	875
ENSRNOG00000047699	211	194	293	241
ENSRNOG00000047706	3	4	9	1
ENSRNOG00000047708	10134	9772	10612	10222
ENSRNOG00000047712	33	21	75	50
ENSRNOG00000047714	969	1179	1930	1260
ENSRNOG00000047730	1	2	3	5
ENSRNOG00000047734	37	42	381	253
ENSRNOG00000047739	6	10	22	11
ENSRNOG00000047741	275	320	437	353
ENSRNOG00000047746	25963	11370	3569751	127833
ENSRNOG00000047748	207	131	1918	1716
ENSRNOG00000047756	3432	2523	4847	3249
ENSRNOG00000047761	720	669	1230	936
ENSRNOG00000047768	569	670	2510	2076
ENSRNOG00000047780	42	30	23	21
ENSRNOG00000047781	4196	4424	7197	5874
ENSRNOG00000047782	101	102	123	89
ENSRNOG00000047783	15	17	26	20
ENSRNOG00000047796	547	569	561	447
ENSRNOG00000047799	78	111	152	144
ENSRNOG00000047800	122	211	260	177
ENSRNOG00000047816	2369	2540	2156	2064
ENSRNOG00000047817	13	5	15	9
ENSRNOG00000047821	2247	2538	2451	2527
ENSRNOG00000047836	1	8	9	3
ENSRNOG00000047843	1471	652	837	712
ENSRNOG00000047853	1061	1286	1194	1058
ENSRNOG00000047860	148	115	142	94
ENSRNOG00000047867	15	14	124	43
ENSRNOG00000047873	14	22	33	22
ENSRNOG00000047874	698	879	821	708
ENSRNOG00000047880	48	44	26	33
ENSRNOG00000047884	217	177	347	346
ENSRNOG00000047894	7	36	104	74
ENSRNOG00000047895	159	196	210	220
ENSRNOG00000047896	518	631	7847	6551
ENSRNOG00000047905	966	1182	1806	1738
ENSRNOG00000047922	152	147	170	116
ENSRNOG00000047924	21	23	60	45
ENSRNOG00000047931	11319	15125	9999	8644
ENSRNOG00000047934	251	212	282	252
ENSRNOG00000047939	0	4	4	6
ENSRNOG00000047940	23	36	217	96
ENSRNOG00000047945	10061	36719	26374	26970
ENSRNOG00000047948	3	2	7	8
ENSRNOG00000047951	39	35	29	28
ENSRNOG00000047957	74	67	86	80
ENSRNOG00000047967	1100	785	1288	1073
ENSRNOG00000047969	15	17	12	16
ENSRNOG00000047970	687	534	3953	3130
ENSRNOG00000047977	807	1110	1053	946
ENSRNOG00000047984	860	893	810	737
ENSRNOG00000047986	26495	42099	105033	108639
ENSRNOG00000047988	900	1166	1064	849
ENSRNOG00000048017	14	29	159	69
ENSRNOG00000048025	382	423	368	379
ENSRNOG00000048039	1	1	2	3
ENSRNOG00000048043	365	477	1692	962
ENSRNOG00000048050	43	66	285	226
ENSRNOG00000048061	1921	1998	1896	1965
ENSRNOG00000048062	2	7	15	7
ENSRNOG00000048070	11	93	43	9
ENSRNOG00000048082	139	183	106	155
ENSRNOG00000048088	371	496	636	404
ENSRNOG00000048101	202	214	264	218
ENSRNOG00000048113	84	141	76	92
ENSRNOG00000048114	3270	3351	3827	2949
ENSRNOG00000048121	47	78	105	95
ENSRNOG00000048122	54	100	94	48
ENSRNOG00000048138	112	87	158	104
ENSRNOG00000048152	9836	9857	12587	11224
ENSRNOG00000048159	8	23	23	12
ENSRNOG00000048161	19	24	99	63
ENSRNOG00000048164	874	909	955	891
ENSRNOG00000048166	115	134	274	129
ENSRNOG00000048167	11	35	36	26
ENSRNOG00000048169	1	2	3	2
ENSRNOG00000048172	95	91	126	126
ENSRNOG00000048174	6289	7166	6219	5602
ENSRNOG00000048182	13	25	185	68
ENSRNOG00000048187	18	14	23	17
ENSRNOG00000048190	114	148	177	138
ENSRNOG00000048193	289	268	332	305
ENSRNOG00000048195	108	116	121	112
ENSRNOG00000048205	6472	5819	13873	9737
ENSRNOG00000048215	98	230	253	129
ENSRNOG00000048222	277	341	526	384
ENSRNOG00000048226	1990	2017	1983	1981
ENSRNOG00000048237	431	554	1263	1119
ENSRNOG00000048242	733	721	882	898
ENSRNOG00000048250	185	226	331	212
ENSRNOG00000048256	205	213	3371	2168
ENSRNOG00000048258	1076	1295	1670	1318
ENSRNOG00000048264	382	461	945	364
ENSRNOG00000048275	3568	3677	3296	2927
ENSRNOG00000048277	478	507	618	595
ENSRNOG00000048282	2095	2516	2634	2122
ENSRNOG00000048288	444	504	473	433
ENSRNOG00000048297	438	464	531	500
ENSRNOG00000048309	1009	1084	1536	1232
ENSRNOG00000048315	1584	1727	3418	3213
ENSRNOG00000048317	38	34	227	139
ENSRNOG00000048320	2048	2603	2295	1850
ENSRNOG00000048342	3364	3497	3679	3215
ENSRNOG00000048356	48	56	43	55
ENSRNOG00000048371	136	140	149	118
ENSRNOG00000048384	6	7	26	13
ENSRNOG00000048394	97	102	69	60
ENSRNOG00000048411	143	172	245	165
ENSRNOG00000048425	209	48	50	29
ENSRNOG00000048431	91	95	195	128
ENSRNOG00000048433	52	109	147	83
ENSRNOG00000048441	1265	1508	2172	1619
ENSRNOG00000048449	919	1047	2189	1350
ENSRNOG00000048450	0	3	10	7
ENSRNOG00000048468	1	0	4	0
ENSRNOG00000048472	72	136	104	134
ENSRNOG00000048478	13	13	21	20
ENSRNOG00000048487	201	247	326	292
ENSRNOG00000048495	390	397	364	392
ENSRNOG00000048506	396	496	693	537
ENSRNOG00000048509	692	762	682	628
ENSRNOG00000048541	0	2	0	4
ENSRNOG00000048553	93	133	166	123
ENSRNOG00000048567	18	32	32	44
ENSRNOG00000048576	364	189	158	202
ENSRNOG00000048577	169	179	284	207
ENSRNOG00000048580	176	232	186	185
ENSRNOG00000048617	862	1031	996	1018
ENSRNOG00000048622	959	1005	1133	958
ENSRNOG00000048636	108	145	263	162
ENSRNOG00000048651	13	19	38	32
ENSRNOG00000048682	982	1261	1512	1220
ENSRNOG00000048686	72	91	87	40
ENSRNOG00000048699	10	5	5	4
ENSRNOG00000048704	9	17	13	8
ENSRNOG00000048708	185	203	243	204
ENSRNOG00000048712	201	254	646	554
ENSRNOG00000048718	249	239	302	264
ENSRNOG00000048719	1155	1103	1936	1392
ENSRNOG00000048723	15948	14936	19416	16305
ENSRNOG00000048733	661	908	1479	893
ENSRNOG00000048736	375	437	797	478
ENSRNOG00000048738	170	163	159	182
ENSRNOG00000048747	1498	1600	1425	1556
ENSRNOG00000048762	255	165	399	331
ENSRNOG00000048765	79	77	104	103
ENSRNOG00000048771	58	97	76	50
ENSRNOG00000048800	1437	1665	2109	1561
ENSRNOG00000048812	27953	26611	24607	20321
ENSRNOG00000048817	8	14	14	9
ENSRNOG00000048818	9	16	15	14
ENSRNOG00000048831	547	593	656	579
ENSRNOG00000048834	987	1424	1319	1257
ENSRNOG00000048838	208	223	359	160
ENSRNOG00000048843	494	651	1414	1290
ENSRNOG00000048848	515	449	3930	3703
ENSRNOG00000048849	358	371	492	393
ENSRNOG00000048861	366	385	421	318
ENSRNOG00000048870	574	655	1114	837
ENSRNOG00000048874	13019	11519	12296	10011
ENSRNOG00000048878	378	401	2145	1657
ENSRNOG00000048881	103	125	213	142
ENSRNOG00000048888	5	5	5	5
ENSRNOG00000048891	1594	1659	3185	2425
ENSRNOG00000048897	61	67	128	72
ENSRNOG00000048898	56	63	109	95
ENSRNOG00000048910	29	32	40	44
ENSRNOG00000048914	90	116	101	96
ENSRNOG00000048915	122	185	171	144
ENSRNOG00000048924	293	302	471	258
ENSRNOG00000048932	1189	1201	3385	2286
ENSRNOG00000048951	460	646	737	602
ENSRNOG00000048961	9	7	37	16
ENSRNOG00000048969	1083	1176	9777	10522
ENSRNOG00000048978	198	213	255	260
ENSRNOG00000048980	182	314	536	408
ENSRNOG00000048981	2306	2480	2160	2216
ENSRNOG00000048989	1025	1000	905	1096
ENSRNOG00000048990	3	4	4	3
ENSRNOG00000049009	11	19	34	19
ENSRNOG00000049019	1301	1428	2451	1514
ENSRNOG00000049024	3	7	20	9
ENSRNOG00000049028	124	139	163	158
ENSRNOG00000049033	201	323	1098	526
ENSRNOG00000049034	30	53	85	85
ENSRNOG00000049045	28	38	21	25
ENSRNOG00000049052	415	452	548	411
ENSRNOG00000049053	21	8	32	16
ENSRNOG00000049056	37	66	100	93
ENSRNOG00000049057	6011	6037	11649	8329
ENSRNOG00000049062	278	306	321	294
ENSRNOG00000049063	56	85	106	95
ENSRNOG00000049075	1115	1412	974	960
ENSRNOG00000049083	272	300	725	572
ENSRNOG00000049088	256	306	240	250
ENSRNOG00000049096	67	37	106	45
ENSRNOG00000049110	275	350	510	420
ENSRNOG00000049115	212	216	293	236
ENSRNOG00000049121	271	428	3193	3993
ENSRNOG00000049123	6	8	10	12
ENSRNOG00000049127	1684	1991	2842	2216
ENSRNOG00000049128	2308	2035	3500	3110
ENSRNOG00000049137	250	385	371	333
ENSRNOG00000049142	736	726	786	871
ENSRNOG00000049162	4	10	6	2
ENSRNOG00000049177	125	153	256	181
ENSRNOG00000049179	18	26	22	26
ENSRNOG00000049181	386	488	775	539
ENSRNOG00000049198	77	131	168	85
ENSRNOG00000049203	0	3	6	4
ENSRNOG00000049215	83	105	189	104
ENSRNOG00000049219	1082	1140	5565	4847
ENSRNOG00000049221	855	854	8874	6440
ENSRNOG00000049223	883	1097	1416	1287
ENSRNOG00000049232	1270	1138	1993	1407
ENSRNOG00000049235	232	209	246	215
ENSRNOG00000049236	545	534	1409	1110
ENSRNOG00000049244	4038	3527	4263	4037
ENSRNOG00000049259	882	990	1545	1157
ENSRNOG00000049270	67	47	80	63
ENSRNOG00000049281	376	558	687	525
ENSRNOG00000049282	147	132	155	91
ENSRNOG00000049299	30	80	88	46
ENSRNOG00000049302	3452	3028	4704	4431
ENSRNOG00000049303	3480	4318	4889	3481
ENSRNOG00000049308	460	455	610	459
ENSRNOG00000049326	88	105	391	322
ENSRNOG00000049336	47	39	117	105
ENSRNOG00000049361	238	282	448	373
ENSRNOG00000049370	72	85	88	83
ENSRNOG00000049378	3331	2949	4136	3587
ENSRNOG00000049385	424	654	6291	4548
ENSRNOG00000049402	27	51	83	48
ENSRNOG00000049410	2	1	8	6
ENSRNOG00000049425	463	600	1315	1328
ENSRNOG00000049426	373	353	467	505
ENSRNOG00000049430	569	574	706	455
ENSRNOG00000049437	7	6	10	8
ENSRNOG00000049452	78	68	264	108
ENSRNOG00000049464	71266	40293	53956	51028
ENSRNOG00000049471	1132	944	1361	941
ENSRNOG00000049484	2055	2341	13272	11139
ENSRNOG00000049489	32	46	313	173
ENSRNOG00000049496	33	30	69	34
ENSRNOG00000049497	1509	1759	3993	4022
ENSRNOG00000049498	126	100	116	106
ENSRNOG00000049499	0	0	2	5
ENSRNOG00000049505	201	209	227	253
ENSRNOG00000049507	661	713	922	734
ENSRNOG00000049511	558	514	5781	4860
ENSRNOG00000049517	231	282	458	310
ENSRNOG00000049531	2212	2412	2486	2248
ENSRNOG00000049552	17	40	54	35
ENSRNOG00000049560	15550	28979	97435	73646
ENSRNOG00000049575	82	84	210	141
ENSRNOG00000049584	5	14	33	23
ENSRNOG00000049590	81	100	442	353
ENSRNOG00000049604	983	1353	1905	2026
ENSRNOG00000049605	5	1	35	16
ENSRNOG00000049614	23	52	86	47
ENSRNOG00000049615	28	8	18	23
ENSRNOG00000049622	107	127	122	79
ENSRNOG00000049633	110	147	206	173
ENSRNOG00000049641	637	789	946	647
ENSRNOG00000049649	192	344	707	324
ENSRNOG00000049650	190	90	286	240
ENSRNOG00000049661	26	27	74	47
ENSRNOG00000049662	63	106	83	77
ENSRNOG00000049681	127	171	350	208
ENSRNOG00000049683	632	624	970	690
ENSRNOG00000049686	517	580	3258	2895
ENSRNOG00000049695	14	9	14	7
ENSRNOG00000049714	572	674	1334	1039
ENSRNOG00000049724	254	144	363	348
ENSRNOG00000049743	87	105	93	83
ENSRNOG00000049755	2	2	2	9
ENSRNOG00000049758	90	91	307	171
ENSRNOG00000049766	58	90	226	117
ENSRNOG00000049768	1220	861	2620	1492
ENSRNOG00000049771	999	1148	1382	957
ENSRNOG00000049772	112	131	155	102
ENSRNOG00000049780	1358	1967	1822	1576
ENSRNOG00000049782	188	285	364	223
ENSRNOG00000049784	2109	2295	2575	2324
ENSRNOG00000049785	582	628	881	697
ENSRNOG00000049819	1506	1523	1583	1343
ENSRNOG00000049826	3483	4016	47580	40239
ENSRNOG00000049828	146	206	294	198
ENSRNOG00000049829	5	33	62	32
ENSRNOG00000049849	229	159	799	673
ENSRNOG00000049853	6	3	1	4
ENSRNOG00000049856	77	108	178	117
ENSRNOG00000049862	92	100	211	98
ENSRNOG00000049873	228	235	278	245
ENSRNOG00000049876	4580	4674	5343	4787
ENSRNOG00000049882	2	4	5	1
ENSRNOG00000049900	1380	1450	3941	1891
ENSRNOG00000049906	96	111	192	94
ENSRNOG00000049908	136	163	157	156
ENSRNOG00000049911	9	11	4	8
ENSRNOG00000049912	6378	7639	7876	5269
ENSRNOG00000049918	352	542	871	540
ENSRNOG00000049920	2359	2920	2345	2455
ENSRNOG00000049931	869	872	782	704
ENSRNOG00000049937	195	246	270	266
ENSRNOG00000049943	91	81	525	261
ENSRNOG00000049951	7	12	21	16
ENSRNOG00000049952	751	824	1108	739
ENSRNOG00000049970	67	72	121	102
ENSRNOG00000049975	451	617	14127	11545
ENSRNOG00000049982	410	485	816	524
ENSRNOG00000049985	381	365	1097	1211
ENSRNOG00000049988	1481	1322	2421	1857
ENSRNOG00000049989	48	57	90	66
ENSRNOG00000049991	12	20	59	42
ENSRNOG00000049994	443	543	409	426
ENSRNOG00000050000	138	214	424	212
ENSRNOG00000050015	0	4	5	1
ENSRNOG00000050016	611	730	2675	2156
ENSRNOG00000050035	0	2	77	21
ENSRNOG00000050040	3898	3634	3890	3672
ENSRNOG00000050044	1711	2188	7439	5318
ENSRNOG00000050051	446	501	2060	2509
ENSRNOG00000050052	837	883	2199	1648
ENSRNOG00000050057	1899	2493	3607	2838
ENSRNOG00000050059	35	32	101	43
ENSRNOG00000050066	24	24	41	19
ENSRNOG00000050067	85	62	71	86
ENSRNOG00000050071	53	26	54	52
ENSRNOG00000050072	57	55	321	229
ENSRNOG00000050087	361	386	299	348
ENSRNOG00000050091	10	16	11	8
ENSRNOG00000050106	229	247	238	254
ENSRNOG00000050108	1	3	10	6
ENSRNOG00000050111	38	52	64	52
ENSRNOG00000050117	112	12	15	23
ENSRNOG00000050118	13	25	36	23
ENSRNOG00000050121	2	15	10	11
ENSRNOG00000050143	15	27	35	36
ENSRNOG00000050152	1635	709	2891	1674
ENSRNOG00000050169	582	635	708	495
ENSRNOG00000050180	246	276	646	540
ENSRNOG00000050188	16	19	41	17
ENSRNOG00000050190	2022	2435	4012	2534
ENSRNOG00000050197	11291	10700	12016	13656
ENSRNOG00000050200	1742	1787	4505	3239
ENSRNOG00000050201	5	12	27	12
ENSRNOG00000050204	103	121	225	126
ENSRNOG00000050205	4193	4277	4880	4002
ENSRNOG00000050206	2181	1626	5259	4049
ENSRNOG00000050210	738	582	1839	1274
ENSRNOG00000050214	1491	1390	1398	1324
ENSRNOG00000050220	146	153	327	213
ENSRNOG00000050224	351	358	696	497
ENSRNOG00000050231	703	675	2316	1422
ENSRNOG00000050232	11601	5899	7672	6650
ENSRNOG00000050233	129	127	2684	2460
ENSRNOG00000050243	27	7	45	45
ENSRNOG00000050251	26	40	31	21
ENSRNOG00000050258	518	639	953	706
ENSRNOG00000050265	257	214	3004	2229
ENSRNOG00000050277	451	508	562	458
ENSRNOG00000050289	1240	1299	1279	1346
ENSRNOG00000050298	376	441	443	381
ENSRNOG00000050305	9131	6525	7985	7229
ENSRNOG00000050315	4730	5322	4805	4423
ENSRNOG00000050317	3970	4157	5813	4674
ENSRNOG00000050321	1572	1492	1949	1831
ENSRNOG00000050323	3992	4406	4144	4385
ENSRNOG00000050325	466	432	673	514
ENSRNOG00000050337	3	9	24	30
ENSRNOG00000050343	721	614	1519	944
ENSRNOG00000050347	41	44	38	31
ENSRNOG00000050348	928	1067	1522	1219
ENSRNOG00000050360	1583	1346	1759	1319
ENSRNOG00000050381	347	326	343	369
ENSRNOG00000050401	712	784	2468	1656
ENSRNOG00000050404	61	77	123	56
ENSRNOG00000050408	47	39	70	43
ENSRNOG00000050410	915	1066	1285	953
ENSRNOG00000050413	22	26	29	33
ENSRNOG00000050419	19	32	96	54
ENSRNOG00000050420	658	723	917	684
ENSRNOG00000050424	4061	4956	12671	9907
ENSRNOG00000050425	268	290	407	356
ENSRNOG00000050430	322	426	531	398
ENSRNOG00000050437	1722	1558	1932	2014
ENSRNOG00000050441	29	24	40	33
ENSRNOG00000050445	1153	1118	1984	950
ENSRNOG00000050453	26	44	55	31
ENSRNOG00000050473	2380	2768	2910	2029
ENSRNOG00000050476	34	33	28	53
ENSRNOG00000050478	105	213	321	140
ENSRNOG00000050483	514	595	721	588
ENSRNOG00000050485	132	123	1430	773
ENSRNOG00000050489	3	4	3	5
ENSRNOG00000050500	586	645	4413	2859
ENSRNOG00000050509	24	18	64	21
ENSRNOG00000050510	1396	1548	6529	4921
ENSRNOG00000050519	6095	6902	6699	6126
ENSRNOG00000050521	84	154	101	94
ENSRNOG00000050534	239	300	407	311
ENSRNOG00000050539	347	256	1763	1473
ENSRNOG00000050543	1410	1473	1756	1685
ENSRNOG00000050547	652	880	1468	808
ENSRNOG00000050552	416	434	663	611
ENSRNOG00000050553	57	36	173	131
ENSRNOG00000050554	108	84	77	68
ENSRNOG00000050561	21	28	15	4
ENSRNOG00000050562	79	71	85	82
ENSRNOG00000050563	2447	2736	2496	2516
ENSRNOG00000050570	1931	2092	2289	2116
ENSRNOG00000050578	1651	1725	2111	1654
ENSRNOG00000050585	4370	5769	6202	5010
ENSRNOG00000050586	27	37	38	37
ENSRNOG00000050595	5999	354	1445	1302
ENSRNOG00000050600	39	45	46	60
ENSRNOG00000050602	18	16	14	12
ENSRNOG00000050624	196	214	480	459
ENSRNOG00000050630	131	159	197	194
ENSRNOG00000050636	1907	2024	3010	2495
ENSRNOG00000050645	126	148	148	125
ENSRNOG00000050646	717	828	1191	930
ENSRNOG00000050649	1967	2209	2055	2103
ENSRNOG00000050653	39	26	49	49
ENSRNOG00000050655	1223	1123	4283	3926
ENSRNOG00000050657	233	228	450	424
ENSRNOG00000050669	250	284	643	559
ENSRNOG00000050670	5	14	11	25
ENSRNOG00000050675	11	19	18	18
ENSRNOG00000050687	121	83	91	83
ENSRNOG00000050697	1144	1470	1516	1332
ENSRNOG00000050703	24	14	12	17
ENSRNOG00000050706	31	21	39	37
ENSRNOG00000050729	35	39	52	44
ENSRNOG00000050735	390	499	3467	2496
ENSRNOG00000050741	517	505	730	609
ENSRNOG00000050742	1956	1653	10776	6861
ENSRNOG00000050748	2173	2457	5424	4945
ENSRNOG00000050767	53	69	97	68
ENSRNOG00000050780	1173	1465	2086	1630
