BN_336	BN_337	BN_338	BN_339
ENSRNOG00000001585	4588	4229	25083	16171
ENSRNOG00000001592	5150	5157	4252	4583
ENSRNOG00000001593	518	412	500	512
ENSRNOG00000001596	9172	10366	9824	8602
ENSRNOG00000001597	1453	1567	7467	5860
ENSRNOG00000001598	1519	1805	1662	1915
ENSRNOG00000001599	765	821	1812	1958
ENSRNOG00000001602	3745	3694	4655	3867
ENSRNOG00000001603	230	226	260	242
ENSRNOG00000001607	1984	2560	8041	8370
ENSRNOG00000001608	23	37	33	27
ENSRNOG00000001609	134	128	163	140
ENSRNOG00000001611	6530	7662	6541	4932
ENSRNOG00000001613	1189	1322	1655	1546
ENSRNOG00000001616	1171	881	1529	1085
ENSRNOG00000001618	518	618	2100	1445
ENSRNOG00000001620	272	341	481	427
ENSRNOG00000001621	2263	1954	3311	2678
ENSRNOG00000001622	26	43	44	36
ENSRNOG00000001623	932	936	1716	1398
ENSRNOG00000001627	554	477	989	627
ENSRNOG00000001628	16	10	21	10
ENSRNOG00000001629	275	270	814	817
ENSRNOG00000001632	3092	3218	4807	4159
ENSRNOG00000001633	1798	2439	2663	2616
ENSRNOG00000001640	2456	2887	3172	2972
ENSRNOG00000001642	1677	1587	1998	1747
ENSRNOG00000001643	1393	1419	1428	1284
ENSRNOG00000001645	700	714	1087	845
ENSRNOG00000001647	2326	3651	4836	3045
ENSRNOG00000001652	373	299	1128	642
ENSRNOG00000001653	3582	3282	5219	4488
ENSRNOG00000001654	2989	2837	2812	2791
ENSRNOG00000001656	8	12	18	12
ENSRNOG00000001657	1090	1179	1514	1127
ENSRNOG00000001662	1911	1704	9098	6846
ENSRNOG00000001680	198	233	208	227
ENSRNOG00000001681	871	942	1355	970
ENSRNOG00000001682	1773	1577	2386	2204
ENSRNOG00000001684	10	21	19	13
ENSRNOG00000001686	1639	1328	3420	1772
ENSRNOG00000001687	343	384	468	397
ENSRNOG00000001689	230	290	221	270
ENSRNOG00000001691	469	477	620	510
ENSRNOG00000001692	39	37	65	38
ENSRNOG00000001699	351	352	936	881
ENSRNOG00000001700	126	151	1422	939
ENSRNOG00000001701	40	62	60	43
ENSRNOG00000001704	246	203	601	327
ENSRNOG00000001706	1881	2100	19278	17202
ENSRNOG00000001708	445	466	973	623
ENSRNOG00000001709	2994	3561	8283	6079
ENSRNOG00000001710	1294	1369	1535	1474
ENSRNOG00000001711	45	29	26	21
ENSRNOG00000001712	335	376	529	316
ENSRNOG00000001715	2	10	6	5
ENSRNOG00000001717	3531	3461	3904	3811
ENSRNOG00000001719	7188	7521	6769	6977
ENSRNOG00000001720	397	710	1174	526
ENSRNOG00000001724	528	524	833	655
ENSRNOG00000001726	17	10	19	7
ENSRNOG00000001727	569	603	654	682
ENSRNOG00000001728	283	306	390	231
ENSRNOG00000001729	163	151	1365	1005
ENSRNOG00000001730	2033	2045	5127	3788
ENSRNOG00000001733	2077	2279	2253	1817
ENSRNOG00000001736	16653	13936	16546	14166
ENSRNOG00000001738	7653	8109	23952	20794
ENSRNOG00000001746	1038	1140	1095	1073
ENSRNOG00000001750	196	259	1121	982
ENSRNOG00000001752	481	519	4516	2970
ENSRNOG00000001754	157	196	144	177
ENSRNOG00000001757	30	32	79	53
ENSRNOG00000001758	116	156	195	117
ENSRNOG00000001762	1236	1453	2307	1799
ENSRNOG00000001764	939	830	1291	1118
ENSRNOG00000001765	14	26	37	20
ENSRNOG00000001766	4313	9583	5975	8782
ENSRNOG00000001767	129	109	254	174
ENSRNOG00000001769	149	150	477	277
ENSRNOG00000001770	13580	15603	14357	12868
ENSRNOG00000001773	919	958	1138	1008
ENSRNOG00000001774	64	35	131	65
ENSRNOG00000001776	1	4	3	1
ENSRNOG00000001781	139	130	230	155
ENSRNOG00000001782	2325	2051	2620	2485
ENSRNOG00000001783	3588	3789	4235	4032
ENSRNOG00000001785	306	305	426	304
ENSRNOG00000001786	1841	1962	2571	2289
ENSRNOG00000001789	2320	2314	3268	2569
ENSRNOG00000001793	937	1111	2354	1604
ENSRNOG00000001796	94	114	205	147
ENSRNOG00000001797	1398	1601	1396	1362
ENSRNOG00000001803	3043	2773	2867	3021
ENSRNOG00000001804	4107	3552	5535	4715
ENSRNOG00000001806	78043	138317	236058	151642
ENSRNOG00000001807	34	41	78	46
ENSRNOG00000001808	1190	1183	1318	1291
ENSRNOG00000001809	43079	45026	62806	44286
ENSRNOG00000001811	1177	1258	3387	2749
ENSRNOG00000001813	1449	1732	5686	5393
ENSRNOG00000001815	10377	9495	16721	11791
ENSRNOG00000001816	231	338	294	242
ENSRNOG00000001817	1041	1414	1729	1455
ENSRNOG00000001820	313	361	926	882
ENSRNOG00000001823	12734	14691	27426	19635
ENSRNOG00000001825	633	562	999	769
ENSRNOG00000001827	8956	10961	18308	13350
ENSRNOG00000001828	770	741	1072	1100
ENSRNOG00000001829	1442	1412	1516	1523
ENSRNOG00000001830	200	121	120	141
ENSRNOG00000001833	547	742	740	751
ENSRNOG00000001834	142	170	3336	2606
ENSRNOG00000001842	1722	1804	2055	1750
ENSRNOG00000001843	1914	580	975	638
ENSRNOG00000001844	370	417	569	505
ENSRNOG00000001845	835	802	1145	1015
ENSRNOG00000001847	962	857	1320	1211
ENSRNOG00000001849	2457	2265	3650	2539
ENSRNOG00000001851	41	50	96	70
ENSRNOG00000001852	2040	1938	2580	2015
ENSRNOG00000001854	307	193	443	300
ENSRNOG00000001859	1386	1228	7865	9771
ENSRNOG00000001861	8	3	7	50
ENSRNOG00000001862	2739	3102	3997	3098
ENSRNOG00000001867	1474	1967	2124	1865
ENSRNOG00000001868	1289	1525	1865	1518
ENSRNOG00000001869	5	4	11	5
ENSRNOG00000001870	956	1084	1340	1108
ENSRNOG00000001874	27	18	15	16
ENSRNOG00000001875	572	594	1324	1066
ENSRNOG00000001877	1128	1081	2608	1813
ENSRNOG00000001878	770	831	1120	916
ENSRNOG00000001880	521	547	568	567
ENSRNOG00000001884	1096	1284	1252	939
ENSRNOG00000001885	389	448	447	404
ENSRNOG00000001886	722	654	739	800
ENSRNOG00000001888	1164	1109	1706	1438
ENSRNOG00000001889	39792	55360	45910	48550
ENSRNOG00000001890	1185	1078	1376	1186
ENSRNOG00000001891	192	156	246	173
ENSRNOG00000001893	1656	2572	8392	7755
ENSRNOG00000001908	138	137	194	128
ENSRNOG00000001915	146	210	199	205
ENSRNOG00000001926	2962	2432	4020	3080
ENSRNOG00000001928	4178	4377	7287	5293
ENSRNOG00000001930	1844	1467	2336	2029
ENSRNOG00000001931	96	62	104	74
ENSRNOG00000001943	25	18	62	20
ENSRNOG00000001953	326	314	529	298
ENSRNOG00000001956	233	234	820	631
ENSRNOG00000001957	48250	47031	35007	43349
ENSRNOG00000001958	434	458	687	566
ENSRNOG00000001959	1101	1201	1751	1278
ENSRNOG00000001960	17	43	54	55
ENSRNOG00000001963	1796	2098	1053	1124
ENSRNOG00000001964	3491	3632	15577	10531
ENSRNOG00000001967	18498	23620	19116	16408
ENSRNOG00000001971	951	855	3025	2610
ENSRNOG00000001973	6493	7050	8376	7800
ENSRNOG00000001976	162	259	412	275
ENSRNOG00000001979	4127	3400	4110	4474
ENSRNOG00000001982	2215	1588	3876	2031
ENSRNOG00000001989	4681	3617	7205	4848
ENSRNOG00000001990	9900	13864	14991	13246
ENSRNOG00000001991	6721	8091	7493	6481
ENSRNOG00000001992	3265	3882	4067	3986
ENSRNOG00000001996	1574	1442	2037	1713
ENSRNOG00000002001	3043	2440	11302	8516
ENSRNOG00000002012	73	63	90	77
ENSRNOG00000002013	37	14	56	23
ENSRNOG00000002014	27	31	50	16
ENSRNOG00000002021	8121	9137	11907	10876
ENSRNOG00000002026	410	381	424	332
ENSRNOG00000002028	224	308	466	394
ENSRNOG00000002031	0	2	76	23
ENSRNOG00000002032	561	716	1194	625
ENSRNOG00000002035	817	722	4774	3340
ENSRNOG00000002036	967	900	1403	1159
ENSRNOG00000002039	13943	11351	103568	78772
ENSRNOG00000002040	1460	1377	2681	1670
ENSRNOG00000002041	63	33	138	81
ENSRNOG00000002042	1	3	3	4
ENSRNOG00000002044	193	191	510	525
ENSRNOG00000002045	3019	3873	3654	3098
ENSRNOG00000002046	129	190	486	355
ENSRNOG00000002050	2052	2407	4003	2421
ENSRNOG00000002051	1171	1250	2338	2145
ENSRNOG00000002052	4027	4433	5940	4259
ENSRNOG00000002053	50	37	43	37
ENSRNOG00000002054	239	260	281	234
ENSRNOG00000002055	223	276	445	327
ENSRNOG00000002057	24	29	72	43
ENSRNOG00000002061	364	390	660	531
ENSRNOG00000002069	273	252	353	316
ENSRNOG00000002070	8	11	16	11
ENSRNOG00000002072	41	32	77	38
ENSRNOG00000002073	241	195	247	236
ENSRNOG00000002074	1393	1432	1968	1412
ENSRNOG00000002075	4115	3142	4968	3686
ENSRNOG00000002079	37	40	499	349
ENSRNOG00000002080	516	538	562	602
ENSRNOG00000002089	1511	1467	1709	1191
ENSRNOG00000002091	776	748	824	787
ENSRNOG00000002092	14	11	12	22
ENSRNOG00000002093	1621	1801	3652	2136
ENSRNOG00000002094	1996	1741	1999	1938
ENSRNOG00000002097	13	28	38	12
ENSRNOG00000002100	3355	3739	11518	9574
ENSRNOG00000002101	2433	2322	2212	1865
ENSRNOG00000002104	1134	1057	2041	1407
ENSRNOG00000002105	44	37	36	13
ENSRNOG00000002106	1061	1069	1865	1207
ENSRNOG00000002110	17	17	18	18
ENSRNOG00000002112	2519	2433	11432	9947
ENSRNOG00000002115	23938	26557	23500	22426
ENSRNOG00000002121	1439	1576	2264	1466
ENSRNOG00000002122	605	729	1328	741
ENSRNOG00000002125	3961	4213	5673	4196
ENSRNOG00000002126	44	41	14	27
ENSRNOG00000002128	2062	2394	2808	2625
ENSRNOG00000002129	704	880	1351	906
ENSRNOG00000002134	155	130	207	130
ENSRNOG00000002135	91	126	120	115
ENSRNOG00000002137	214	250	616	689
ENSRNOG00000002139	15	12	15	15
ENSRNOG00000002141	97	77	77	81
ENSRNOG00000002142	297	295	477	329
ENSRNOG00000002144	1377	1275	1505	1501
ENSRNOG00000002146	620	728	1126	791
ENSRNOG00000002152	1434	1362	2570	2068
ENSRNOG00000002153	314	250	272	300
ENSRNOG00000002159	97	156	1355	445
ENSRNOG00000002161	164	177	322	206
ENSRNOG00000002163	1270	1283	2076	1328
ENSRNOG00000002165	331	290	386	235
ENSRNOG00000002167	0	9	3	3
ENSRNOG00000002171	1703	1295	2152	1938
ENSRNOG00000002175	3478	3370	5018	4225
ENSRNOG00000002176	3518	2639	13861	11665
ENSRNOG00000002177	143	142	192	143
ENSRNOG00000002178	635	740	640	668
ENSRNOG00000002180	515	420	991	562
ENSRNOG00000002181	213	193	453	405
ENSRNOG00000002182	1736	1698	3072	2214
ENSRNOG00000002185	487	704	663	532
ENSRNOG00000002186	1219	1277	1394	1318
ENSRNOG00000002187	13	6	9	5
ENSRNOG00000002188	250	257	662	498
ENSRNOG00000002191	782	947	1892	1656
ENSRNOG00000002192	878	896	1581	993
ENSRNOG00000002194	900	961	1058	812
ENSRNOG00000002196	199	253	234	234
ENSRNOG00000002199	552	611	2873	2108
ENSRNOG00000002202	635	572	995	518
ENSRNOG00000002203	766	883	1158	903
ENSRNOG00000002204	152	140	1172	812
ENSRNOG00000002205	2751	2744	7362	5097
ENSRNOG00000002207	1611	1617	3912	3809
ENSRNOG00000002208	2264	1647	11061	7575
ENSRNOG00000002210	10712	10926	13940	10498
ENSRNOG00000002212	4911	3819	5043	4290
ENSRNOG00000002214	447	468	596	503
ENSRNOG00000002215	6656	7080	25399	18989
ENSRNOG00000002216	155	184	337	200
ENSRNOG00000002217	745	1122	933	696
ENSRNOG00000002218	1682	1456	2191	1814
ENSRNOG00000002225	3299	3951	5851	4329
ENSRNOG00000002227	748	985	1091	778
ENSRNOG00000002229	460	431	1151	734
ENSRNOG00000002232	2213	2132	5514	3143
ENSRNOG00000002238	10	10	25	16
ENSRNOG00000002240	829	677	1179	829
ENSRNOG00000002241	237	236	383	289
ENSRNOG00000002244	1510	2169	3095	2331
ENSRNOG00000002246	1607	1611	2349	2055
ENSRNOG00000002247	562	611	650	506
ENSRNOG00000002248	2330	2214	10709	8585
ENSRNOG00000002251	4316	4958	6719	5254
ENSRNOG00000002253	119	99	95	86
ENSRNOG00000002254	5263	5041	6289	5654
ENSRNOG00000002255	2413	2793	2674	2265
ENSRNOG00000002256	553	467	800	499
ENSRNOG00000002258	62	73	261	136
ENSRNOG00000002262	653	636	1353	1151
ENSRNOG00000002267	1062	883	1390	1054
ENSRNOG00000002270	713	706	916	808
ENSRNOG00000002271	1302	1467	2181	1758
ENSRNOG00000002272	194	188	274	227
ENSRNOG00000002273	78	109	137	79
ENSRNOG00000002275	1533	1550	2249	1911
ENSRNOG00000002276	451	506	668	541
ENSRNOG00000002278	2122	1507	3416	2440
ENSRNOG00000002280	2009	1717	2867	2081
ENSRNOG00000002289	17	14	47	19
ENSRNOG00000002291	964	908	1529	1255
ENSRNOG00000002292	1676	1407	2277	1745
ENSRNOG00000002294	911	678	1779	1224
ENSRNOG00000002301	7917	7330	8650	7995
ENSRNOG00000002302	34	20	65	42
ENSRNOG00000002304	12	8	21	13
ENSRNOG00000002305	11	8	18	16
ENSRNOG00000002309	153	224	217	193
ENSRNOG00000002312	662	594	2353	1567
ENSRNOG00000002314	19	21	51	35
ENSRNOG00000002318	311	246	611	361
ENSRNOG00000002319	916	860	1732	1615
ENSRNOG00000002320	355	445	389	426
ENSRNOG00000002322	4766	4659	8112	6363
ENSRNOG00000002323	437	411	638	533
ENSRNOG00000002332	73	99	139	122
ENSRNOG00000002338	107	104	191	129
ENSRNOG00000002339	122	126	209	146
ENSRNOG00000002341	2513	2801	4587	3261
ENSRNOG00000002342	12749	12537	14520	11668
ENSRNOG00000002345	1174	1850	7093	5707
ENSRNOG00000002347	1097	1102	1794	1232
ENSRNOG00000002350	10	5	10	8
ENSRNOG00000002352	437	441	437	367
ENSRNOG00000002353	2015	1950	15071	12480
ENSRNOG00000002358	4090	5285	7138	4977
ENSRNOG00000002365	64	73	81	55
ENSRNOG00000002368	2199	2157	2898	2388
ENSRNOG00000002372	75	32	132	75
ENSRNOG00000002373	2016	2196	3546	2811
ENSRNOG00000002376	5555	3971	16703	8712
ENSRNOG00000002378	1110	1476	1312	1242
ENSRNOG00000002385	1253	1884	3092	2509
ENSRNOG00000002387	102	106	787	625
ENSRNOG00000002388	535	535	813	587
ENSRNOG00000002389	5413	5807	9454	9972
ENSRNOG00000002393	18712	24276	22510	24581
ENSRNOG00000002394	3704	4077	15902	17066
ENSRNOG00000002396	188	212	880	742
ENSRNOG00000002397	4864	5187	8910	7088
ENSRNOG00000002403	388	419	937	667
ENSRNOG00000002407	1362	1312	1628	1505
ENSRNOG00000002408	3248	2641	3858	2969
ENSRNOG00000002412	5	16	6	12
ENSRNOG00000002413	3666	3342	5373	4202
ENSRNOG00000002414	292	277	461	384
ENSRNOG00000002417	10	3	2	6
ENSRNOG00000002418	159	153	240	132
ENSRNOG00000002419	47	52	65	48
ENSRNOG00000002420	1907	1969	6815	6684
ENSRNOG00000002423	381	461	1969	1675
ENSRNOG00000002425	1785	1760	3041	2143
ENSRNOG00000002428	21	31	34	18
ENSRNOG00000002433	2098	2441	3034	2688
ENSRNOG00000002434	31	37	45	28
ENSRNOG00000002436	47	40	181	107
ENSRNOG00000002440	512	652	864	693
ENSRNOG00000002443	444	581	745	646
ENSRNOG00000002450	340	378	1420	1284
ENSRNOG00000002452	1966	2284	8884	7339
ENSRNOG00000002454	1145	1367	1667	1149
ENSRNOG00000002456	355	374	1382	871
ENSRNOG00000002459	1	4	4	5
ENSRNOG00000002461	2424	2666	4135	2822
ENSRNOG00000002469	10	23	33	28
ENSRNOG00000002470	757	1371	2179	1109
ENSRNOG00000002471	125	122	172	124
ENSRNOG00000002473	751	783	898	835
ENSRNOG00000002474	1035	982	3685	3220
ENSRNOG00000002478	14137	10169	12007	8267
ENSRNOG00000002480	1699	1540	16129	12054
ENSRNOG00000002487	350	362	607	688
ENSRNOG00000002488	309	378	730	539
ENSRNOG00000002496	286	168	276	238
ENSRNOG00000002501	4	14	6	5
ENSRNOG00000002504	23	19	48	40
ENSRNOG00000002506	56	73	87	74
ENSRNOG00000002509	1941	2063	2363	2165
ENSRNOG00000002511	1248	1683	6612	4913
ENSRNOG00000002512	1538	1060	3317	2066
ENSRNOG00000002514	527	569	758	621
ENSRNOG00000002516	1448	1679	1532	1464
ENSRNOG00000002520	2743	3190	5775	3471
ENSRNOG00000002524	68	64	111	67
ENSRNOG00000002525	18	6	25	13
ENSRNOG00000002529	1928	2114	2042	1725
ENSRNOG00000002536	662	732	797	708
ENSRNOG00000002537	38	29	26	10
ENSRNOG00000002538	2514	2621	4079	3338
ENSRNOG00000002540	118	106	187	125
ENSRNOG00000002541	2977	3081	4116	3610
ENSRNOG00000002542	390	588	1314	1283
ENSRNOG00000002544	952	989	1095	1067
ENSRNOG00000002545	3343	3641	5369	4369
ENSRNOG00000002546	1214	1242	1423	1186
ENSRNOG00000002553	6793	7688	8929	8130
ENSRNOG00000002555	0	3	7	0
ENSRNOG00000002556	287	292	264	285
ENSRNOG00000002563	1375	1302	1415	1290
ENSRNOG00000002569	1127	1245	1173	1102
ENSRNOG00000002574	937	1023	933	927
ENSRNOG00000002575	481	611	663	533
ENSRNOG00000002579	55	56	120	75
ENSRNOG00000002580	577	638	962	811
ENSRNOG00000002585	1676	1701	1869	1775
ENSRNOG00000002592	35	26	33	24
ENSRNOG00000002593	1030	949	5418	3704
ENSRNOG00000002597	575	384	597	650
ENSRNOG00000002598	486	470	932	520
ENSRNOG00000002599	112	122	269	196
ENSRNOG00000002607	65	68	114	64
ENSRNOG00000002609	174	155	359	201
ENSRNOG00000002610	4142	4782	6883	5179
ENSRNOG00000002612	488	675	1227	1107
ENSRNOG00000002615	1048	1194	1766	1434
ENSRNOG00000002618	4857	5673	7112	5948
ENSRNOG00000002624	133	130	187	139
ENSRNOG00000002625	1706	1429	1954	1795
ENSRNOG00000002627	655	684	2662	2483
ENSRNOG00000002630	889	892	4174	3626
ENSRNOG00000002632	7692	9261	7554	7090
ENSRNOG00000002635	916	1091	8647	5528
ENSRNOG00000002636	7330	7007	6876	6044
ENSRNOG00000002640	14	12	23	7
ENSRNOG00000002642	4402	4761	4954	4878
ENSRNOG00000002643	8039	7929	8042	7340
ENSRNOG00000002644	366	350	421	395
ENSRNOG00000002645	527	604	870	757
ENSRNOG00000002652	190	189	416	233
ENSRNOG00000002657	712	734	3061	2428
ENSRNOG00000002659	116	120	241	163
ENSRNOG00000002660	48	40	48	56
ENSRNOG00000002662	215	272	538	424
ENSRNOG00000002664	201	214	369	256
ENSRNOG00000002667	202	271	661	527
ENSRNOG00000002669	15359	16122	18744	16946
ENSRNOG00000002671	5559	6582	12974	12501
ENSRNOG00000002680	2116	2310	3925	2862
ENSRNOG00000002682	117	98	120	119
ENSRNOG00000002693	1415	1416	1279	1205
ENSRNOG00000002695	1186	1288	1273	1154
ENSRNOG00000002697	1278	1463	2164	1861
ENSRNOG00000002701	14079	14333	49329	47246
ENSRNOG00000002705	3184	3156	3249	3122
ENSRNOG00000002708	817	724	1098	873
ENSRNOG00000002710	488	421	723	595
ENSRNOG00000002711	115	182	277	126
ENSRNOG00000002713	256	390	547	358
ENSRNOG00000002714	183	268	334	231
ENSRNOG00000002721	1115	1131	1192	859
ENSRNOG00000002722	458	719	1120	817
ENSRNOG00000002724	652	585	593	619
ENSRNOG00000002728	26	40	198	112
ENSRNOG00000002730	265	373	679	483
ENSRNOG00000002735	3143	2951	3398	3188
ENSRNOG00000002736	2696	1658	4352	2944
ENSRNOG00000002746	1523	1687	2421	1783
ENSRNOG00000002748	576	667	528	603
ENSRNOG00000002749	6778	6446	9404	7440
ENSRNOG00000002751	1132	840	2463	1294
ENSRNOG00000002753	48	71	176	104
ENSRNOG00000002755	7495	7182	44438	37634
ENSRNOG00000002757	517	465	760	612
ENSRNOG00000002759	1603	1667	1504	1486
ENSRNOG00000002763	3396	3146	5028	3647
ENSRNOG00000002764	439	469	620	537
ENSRNOG00000002767	759	700	1112	957
ENSRNOG00000002773	35	57	63	40
ENSRNOG00000002775	334	416	531	317
ENSRNOG00000002776	80	122	170	118
ENSRNOG00000002778	660	670	827	712
ENSRNOG00000002781	852	965	3065	2637
ENSRNOG00000002783	76595	90016	110455	91440
ENSRNOG00000002790	1895	1718	2003	1850
ENSRNOG00000002791	210	161	484	275
ENSRNOG00000002794	224	208	312	224
ENSRNOG00000002795	487	525	582	479
ENSRNOG00000002800	25	9	9	13
ENSRNOG00000002802	330	335	444	706
ENSRNOG00000002807	2127	2220	3186	2530
ENSRNOG00000002810	63	69	354	227
ENSRNOG00000002813	941	871	927	888
ENSRNOG00000002814	9	2	3	3
ENSRNOG00000002818	2365	2569	2639	2408
ENSRNOG00000002820	130	156	466	256
ENSRNOG00000002821	2909	2179	4923	3313
ENSRNOG00000002823	5249	6600	7865	6958
ENSRNOG00000002827	381	175	571	331
ENSRNOG00000002828	2826	4182	5131	3293
ENSRNOG00000002829	9	6	11	6
ENSRNOG00000002832	6006	5659	12205	7421
ENSRNOG00000002833	2299	1810	3944	2670
ENSRNOG00000002834	240	185	3391	2031
ENSRNOG00000002835	1264	1274	1709	1538
ENSRNOG00000002838	343	342	341	318
ENSRNOG00000002839	6201	5005	5220	5886
ENSRNOG00000002840	49936	53711	51445	46558
ENSRNOG00000002841	2458	1959	5598	4620
ENSRNOG00000002843	24	18	52	21
ENSRNOG00000002844	40	49	44	41
ENSRNOG00000002848	3873	3918	3830	3591
ENSRNOG00000002851	512	586	3291	2351
ENSRNOG00000002852	236	360	456	374
ENSRNOG00000002855	2780	2547	3194	2872
ENSRNOG00000002860	157	114	99	105
ENSRNOG00000002862	530	431	840	579
ENSRNOG00000002864	695	889	6026	3870
ENSRNOG00000002866	1831	1570	8851	7441
ENSRNOG00000002871	558	671	802	733
ENSRNOG00000002874	175	147	223	190
ENSRNOG00000002875	398	377	523	406
ENSRNOG00000002876	54	84	91	83
ENSRNOG00000002878	41379	28901	41487	31748
ENSRNOG00000002879	1988	2317	2945	2317
ENSRNOG00000002881	122	83	153	91
ENSRNOG00000002882	1451	1271	2522	1797
ENSRNOG00000002883	202	269	270	252
ENSRNOG00000002884	325	444	354	358
ENSRNOG00000002886	542	526	1092	822
ENSRNOG00000002889	475	515	385	342
ENSRNOG00000002894	295	252	708	489
ENSRNOG00000002895	253	236	294	271
ENSRNOG00000002896	4826	5765	7735	5426
ENSRNOG00000002898	429	380	520	518
ENSRNOG00000002899	778	742	1220	1028
ENSRNOG00000002903	180	155	264	230
ENSRNOG00000002905	3	0	1	2
ENSRNOG00000002906	2746	2846	18245	12361
ENSRNOG00000002908	349	505	954	703
ENSRNOG00000002911	4269049	3775195	5198261	3869954
ENSRNOG00000002912	595	517	865	689
ENSRNOG00000002914	486	587	744	602
ENSRNOG00000002915	391	387	5191	3871
ENSRNOG00000002919	130	172	253	223
ENSRNOG00000002922	10	36	40	32
ENSRNOG00000002925	19	104	55	43
ENSRNOG00000002926	854	1077	1367	1165
ENSRNOG00000002928	981	1153	7058	6444
ENSRNOG00000002930	184	208	319	321
ENSRNOG00000002932	224	247	294	265
ENSRNOG00000002934	2344	3291	4482	3143
ENSRNOG00000002935	1009	1308	1567	1197
ENSRNOG00000002936	606	624	901	645
ENSRNOG00000002937	167	172	257	158
ENSRNOG00000002940	4248	4184	7380	5970
ENSRNOG00000002941	1257	1275	3021	2731
ENSRNOG00000002943	502	588	2465	2661
ENSRNOG00000002944	187	216	238	216
ENSRNOG00000002946	117	177	338	177
ENSRNOG00000002947	4187	4424	16444	13682
ENSRNOG00000002948	408	858	3728	2909
ENSRNOG00000002949	340	482	763	552
ENSRNOG00000002950	44	47	550	341
ENSRNOG00000002956	2206	1401	2951	2190
ENSRNOG00000002959	459	309	648	403
ENSRNOG00000002964	9	22	115	78
ENSRNOG00000002969	619	498	1336	821
ENSRNOG00000002970	71	78	184	124
ENSRNOG00000002975	7	8	6	3
ENSRNOG00000002976	4	4	9	3
ENSRNOG00000002977	762	683	989	807
ENSRNOG00000002978	14	13	47	31
ENSRNOG00000002980	1394	1661	2342	2042
ENSRNOG00000002983	876	916	1916	1013
ENSRNOG00000002986	18	15	19	8
ENSRNOG00000002989	1707	2044	2256	1972
ENSRNOG00000002991	1141	1126	1547	1336
ENSRNOG00000002997	703	855	1605	1458
ENSRNOG00000002999	1000	904	1038	996
ENSRNOG00000003003	236	169	248	309
ENSRNOG00000003011	831	902	808	796
ENSRNOG00000003013	379	297	418	413
ENSRNOG00000003014	604	584	658	630
ENSRNOG00000003018	188	241	301	223
ENSRNOG00000003019	2361	2270	3684	2907
ENSRNOG00000003020	5113	4573	11078	2796
ENSRNOG00000003026	1158	1469	1543	1224
ENSRNOG00000003028	37	28	74	52
ENSRNOG00000003029	28061	27945	30297	32442
ENSRNOG00000003031	188	193	329	234
ENSRNOG00000003033	24	25	56	26
ENSRNOG00000003038	2984	2827	20059	15253
ENSRNOG00000003041	998	761	2047	1320
ENSRNOG00000003048	859	847	1138	908
ENSRNOG00000003049	1485	1464	3078	2991
ENSRNOG00000003050	1816	2081	2691	2165
ENSRNOG00000003052	293	375	454	377
ENSRNOG00000003059	18	23	48	31
ENSRNOG00000003063	389	376	521	431
ENSRNOG00000003064	32	39	36	28
ENSRNOG00000003065	3737	3820	5558	4227
ENSRNOG00000003067	18	12	16	11
ENSRNOG00000003068	547	579	692	549
ENSRNOG00000003069	919	1141	1663	1124
ENSRNOG00000003070	207	218	392	271
ENSRNOG00000003071	743	710	904	723
ENSRNOG00000003073	7	0	13	14
ENSRNOG00000003075	574	667	999	795
ENSRNOG00000003076	307	364	740	411
ENSRNOG00000003078	3548	2821	6039	3879
ENSRNOG00000003081	159	121	200	161
ENSRNOG00000003084	2695	2853	2572	2739
ENSRNOG00000003086	606	479	746	622
ENSRNOG00000003088	834	833	1346	882
